Datum;Tijd;Parameter;Locatie;Waarde;Verwachting;Eenheid;Windrichting;Windrichting eenheid;Bemonsteringshoogte;Referentievlak;
21-5-2021;21:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;19.05;;m/s;204.60;graden;2910;NVT;
21-5-2021;21:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;19.88;;m/s;205.50;graden;2910;NVT;
21-5-2021;21:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;19.07;;m/s;205.60;graden;2910;NVT;
21-5-2021;22:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;18.63;;m/s;206.00;graden;2910;NVT;
21-5-2021;22:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;18.78;;m/s;206.10;graden;2910;NVT;
21-5-2021;22:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;19.22;;m/s;206.00;graden;2910;NVT;
21-5-2021;22:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;19.15;;m/s;205.70;graden;2910;NVT;
21-5-2021;22:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;19.78;;m/s;206.00;graden;2910;NVT;
21-5-2021;22:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;19.09;;m/s;207.40;graden;2910;NVT;
21-5-2021;23:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;18.71;;m/s;205.30;graden;2910;NVT;
21-5-2021;23:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;18.12;;m/s;207.00;graden;2910;NVT;
21-5-2021;23:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;18.21;;m/s;206.50;graden;2910;NVT;
21-5-2021;23:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;18.65;;m/s;206.80;graden;2910;NVT;
21-5-2021;23:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;18.89;;m/s;207.40;graden;2910;NVT;
21-5-2021;23:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;18.72;;m/s;208.80;graden;2910;NVT;
22-5-2021;00:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;18.69;;m/s;207.70;graden;2910;NVT;
22-5-2021;00:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;18.81;;m/s;207.90;graden;2910;NVT;
22-5-2021;00:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;19.37;;m/s;208.70;graden;2910;NVT;
22-5-2021;00:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;19.05;;m/s;206.90;graden;2910;NVT;
22-5-2021;00:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;19.29;;m/s;207.90;graden;2910;NVT;
22-5-2021;00:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;18.37;;m/s;209.80;graden;2910;NVT;
22-5-2021;01:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;18.36;;m/s;209.00;graden;2910;NVT;
22-5-2021;01:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;18.27;;m/s;208.20;graden;2910;NVT;
22-5-2021;01:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;18.13;;m/s;208.40;graden;2910;NVT;
22-5-2021;01:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;17.77;;m/s;208.30;graden;2910;NVT;
22-5-2021;01:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;17.47;;m/s;209.20;graden;2910;NVT;
22-5-2021;01:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;17.84;;m/s;209.40;graden;2910;NVT;
22-5-2021;02:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;17.63;;m/s;210.20;graden;2910;NVT;
22-5-2021;02:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;17.36;;m/s;209.10;graden;2910;NVT;
22-5-2021;02:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;17.58;;m/s;210.30;graden;2910;NVT;
22-5-2021;02:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;17.82;;m/s;210.40;graden;2910;NVT;
22-5-2021;02:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;16.54;;m/s;209.50;graden;2910;NVT;
22-5-2021;02:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;16.61;;m/s;209.70;graden;2910;NVT;
22-5-2021;03:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;16.88;;m/s;210.80;graden;2910;NVT;
22-5-2021;03:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;17.13;;m/s;212.10;graden;2910;NVT;
22-5-2021;03:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;16.64;;m/s;212.30;graden;2910;NVT;
22-5-2021;03:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;17.20;;m/s;210.60;graden;2910;NVT;
22-5-2021;03:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;16.31;;m/s;212.50;graden;2910;NVT;
22-5-2021;03:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;16.57;;m/s;211.00;graden;2910;NVT;
22-5-2021;04:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;16.66;;m/s;211.70;graden;2910;NVT;
22-5-2021;04:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;16.96;;m/s;211.10;graden;2910;NVT;
22-5-2021;04:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;16.42;;m/s;212.50;graden;2910;NVT;
22-5-2021;04:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;15.34;;m/s;213.90;graden;2910;NVT;
22-5-2021;04:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;15.76;;m/s;212.80;graden;2910;NVT;
22-5-2021;04:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;15.12;;m/s;214.60;graden;2910;NVT;
22-5-2021;05:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;15.03;;m/s;216.40;graden;2910;NVT;
22-5-2021;05:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;15.06;;m/s;216.80;graden;2910;NVT;
22-5-2021;05:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;15.55;;m/s;218.60;graden;2910;NVT;
22-5-2021;05:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;14.63;;m/s;220.10;graden;2910;NVT;
22-5-2021;05:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;13.09;;m/s;221.90;graden;2910;NVT;
22-5-2021;05:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;13.75;;m/s;220.20;graden;2910;NVT;
22-5-2021;06:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;14.20;;m/s;221.90;graden;2910;NVT;
22-5-2021;06:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;13.71;;m/s;222.30;graden;2910;NVT;
22-5-2021;06:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;13.26;;m/s;222.40;graden;2910;NVT;
22-5-2021;06:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;12.94;;m/s;222.40;graden;2910;NVT;
22-5-2021;06:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;12.26;;m/s;226.10;graden;2910;NVT;
22-5-2021;06:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;11.96;;m/s;226.80;graden;2910;NVT;
22-5-2021;07:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;11.12;;m/s;227.00;graden;2910;NVT;
22-5-2021;07:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.66;;m/s;232.70;graden;2910;NVT;
22-5-2021;07:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.87;;m/s;233.70;graden;2910;NVT;
22-5-2021;07:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.96;;m/s;233.90;graden;2910;NVT;
22-5-2021;07:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.74;;m/s;236.90;graden;2910;NVT;
22-5-2021;07:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.60;;m/s;236.70;graden;2910;NVT;
22-5-2021;08:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.52;;m/s;237.70;graden;2910;NVT;
22-5-2021;08:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.04;;m/s;238.70;graden;2910;NVT;
22-5-2021;08:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.06;;m/s;239.40;graden;2910;NVT;
22-5-2021;08:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;7.80;;m/s;240.70;graden;2910;NVT;
22-5-2021;08:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.06;;m/s;244.90;graden;2910;NVT;
22-5-2021;08:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.43;;m/s;246.40;graden;2910;NVT;
22-5-2021;09:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.60;;m/s;248.00;graden;2910;NVT;
22-5-2021;09:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.78;;m/s;251.20;graden;2910;NVT;
22-5-2021;09:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.81;;m/s;254.80;graden;2910;NVT;
22-5-2021;09:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.11;;m/s;257.50;graden;2910;NVT;
22-5-2021;09:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.40;;m/s;284.50;graden;2910;NVT;
22-5-2021;09:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.37;;m/s;283.80;graden;2910;NVT;
22-5-2021;10:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.48;;m/s;281.20;graden;2910;NVT;
22-5-2021;10:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.13;;m/s;282.40;graden;2910;NVT;
22-5-2021;10:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.54;;m/s;279.60;graden;2910;NVT;
22-5-2021;10:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.35;;m/s;276.60;graden;2910;NVT;
22-5-2021;10:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.38;;m/s;271.10;graden;2910;NVT;
22-5-2021;10:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.46;;m/s;271.80;graden;2910;NVT;
22-5-2021;11:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.64;;m/s;270.70;graden;2910;NVT;
22-5-2021;11:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.79;;m/s;272.20;graden;2910;NVT;
22-5-2021;11:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.33;;m/s;268.60;graden;2910;NVT;
22-5-2021;11:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.68;;m/s;264.30;graden;2910;NVT;
22-5-2021;11:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.33;;m/s;263.90;graden;2910;NVT;
22-5-2021;11:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.07;;m/s;267.30;graden;2910;NVT;
22-5-2021;12:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.35;;m/s;265.80;graden;2910;NVT;
22-5-2021;12:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.38;;m/s;265.80;graden;2910;NVT;
22-5-2021;12:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.07;;m/s;264.90;graden;2910;NVT;
22-5-2021;12:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.92;;m/s;260.90;graden;2910;NVT;
22-5-2021;12:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.04;;m/s;262.60;graden;2910;NVT;
22-5-2021;12:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.27;;m/s;258.10;graden;2910;NVT;
22-5-2021;13:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.23;;m/s;258.30;graden;2910;NVT;
22-5-2021;13:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.82;;m/s;260.20;graden;2910;NVT;
22-5-2021;13:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.37;;m/s;260.10;graden;2910;NVT;
22-5-2021;13:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.27;;m/s;265.00;graden;2910;NVT;
22-5-2021;13:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.23;;m/s;263.20;graden;2910;NVT;
22-5-2021;13:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.99;;m/s;259.60;graden;2910;NVT;
22-5-2021;14:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.96;;m/s;261.90;graden;2910;NVT;
22-5-2021;14:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.55;;m/s;260.70;graden;2910;NVT;
22-5-2021;14:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;10.02;;m/s;258.70;graden;2910;NVT;
22-5-2021;14:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.52;;m/s;257.70;graden;2910;NVT;
22-5-2021;14:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;9.15;;m/s;257.70;graden;2910;NVT;
22-5-2021;14:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.95;;m/s;256.10;graden;2910;NVT;
22-5-2021;15:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.72;;m/s;258.40;graden;2910;NVT;
22-5-2021;15:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.12;;m/s;257.50;graden;2910;NVT;
22-5-2021;15:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;7.93;;m/s;256.90;graden;2910;NVT;
22-5-2021;15:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.17;;m/s;256.60;graden;2910;NVT;
22-5-2021;15:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;8.15;;m/s;257.20;graden;2910;NVT;
22-5-2021;15:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;7.80;;m/s;257.90;graden;2910;NVT;
22-5-2021;16:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;7.21;;m/s;259.80;graden;2910;NVT;
22-5-2021;16:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;7.58;;m/s;260.30;graden;2910;NVT;
22-5-2021;16:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;7.07;;m/s;263.70;graden;2910;NVT;
22-5-2021;16:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;6.59;;m/s;267.90;graden;2910;NVT;
22-5-2021;16:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;6.09;;m/s;261.20;graden;2910;NVT;
22-5-2021;16:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;5.79;;m/s;254.40;graden;2910;NVT;
22-5-2021;17:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;5.52;;m/s;251.00;graden;2910;NVT;
22-5-2021;17:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;5.04;;m/s;247.30;graden;2910;NVT;
22-5-2021;17:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.67;;m/s;246.50;graden;2910;NVT;
22-5-2021;17:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.69;;m/s;246.30;graden;2910;NVT;
22-5-2021;17:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;5.28;;m/s;254.50;graden;2910;NVT;
22-5-2021;17:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.84;;m/s;255.90;graden;2910;NVT;
22-5-2021;18:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.53;;m/s;259.20;graden;2910;NVT;
22-5-2021;18:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.21;;m/s;262.50;graden;2910;NVT;
22-5-2021;18:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.18;;m/s;258.90;graden;2910;NVT;
22-5-2021;18:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.42;;m/s;263.60;graden;2910;NVT;
22-5-2021;18:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.49;;m/s;263.20;graden;2910;NVT;
22-5-2021;18:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.46;;m/s;262.90;graden;2910;NVT;
22-5-2021;19:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.08;;m/s;258.90;graden;2910;NVT;
22-5-2021;19:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;5.81;;m/s;281.30;graden;2910;NVT;
22-5-2021;19:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;5.34;;m/s;286.10;graden;2910;NVT;
22-5-2021;19:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.39;;m/s;281.50;graden;2910;NVT;
22-5-2021;19:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;3.54;;m/s;283.40;graden;2910;NVT;
22-5-2021;19:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;3.13;;m/s;276.20;graden;2910;NVT;
22-5-2021;20:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;2.38;;m/s;260.00;graden;2910;NVT;
22-5-2021;20:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;0.94;;m/s;252.10;graden;2910;NVT;
22-5-2021;20:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;0.62;;m/s;259.80;graden;2910;NVT;
22-5-2021;20:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;1.08;;m/s;260.70;graden;2910;NVT;
22-5-2021;20:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;1.82;;m/s;299.10;graden;2910;NVT;
22-5-2021;20:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;1.86;;m/s;305.10;graden;2910;NVT;
22-5-2021;21:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;1.43;;m/s;309.40;graden;2910;NVT;
22-5-2021;21:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;1.25;;m/s;308.40;graden;2910;NVT;
22-5-2021;21:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;2.04;;m/s;325.40;graden;2910;NVT;
22-5-2021;21:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;1.49;;m/s;341.00;graden;2910;NVT;
22-5-2021;21:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;1.13;;m/s;354.30;graden;2910;NVT;
22-5-2021;21:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;1.30;;m/s;344.10;graden;2910;NVT;
22-5-2021;22:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;0.80;;m/s;358.40;graden;2910;NVT;
22-5-2021;22:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;0.71;;m/s;3.00;graden;2910;NVT;
22-5-2021;22:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;0.77;;m/s;358.60;graden;2910;NVT;
22-5-2021;22:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;0.62;;m/s;356.40;graden;2910;NVT;
22-5-2021;22:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;0.61;;m/s;21.30;graden;2910;NVT;
22-5-2021;22:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;0.71;;m/s;94.10;graden;2910;NVT;
22-5-2021;23:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;0.79;;m/s;107.20;graden;2910;NVT;
22-5-2021;23:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;0.96;;m/s;129.50;graden;2910;NVT;
22-5-2021;23:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;1.10;;m/s;148.50;graden;2910;NVT;
22-5-2021;23:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;0.99;;m/s;140.10;graden;2910;NVT;
22-5-2021;23:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;1.36;;m/s;141.70;graden;2910;NVT;
22-5-2021;23:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;1.74;;m/s;133.10;graden;2910;NVT;
23-5-2021;00:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;1.37;;m/s;143.90;graden;2910;NVT;
23-5-2021;00:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;1.63;;m/s;144.10;graden;2910;NVT;
23-5-2021;00:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;1.96;;m/s;137.30;graden;2910;NVT;
23-5-2021;00:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;2.19;;m/s;137.30;graden;2910;NVT;
23-5-2021;00:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;2.10;;m/s;135.60;graden;2910;NVT;
23-5-2021;00:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;2.22;;m/s;125.90;graden;2910;NVT;
23-5-2021;01:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;2.36;;m/s;130.10;graden;2910;NVT;
23-5-2021;01:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;2.43;;m/s;138.10;graden;2910;NVT;
23-5-2021;01:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;2.72;;m/s;143.40;graden;2910;NVT;
23-5-2021;01:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;3.02;;m/s;151.90;graden;2910;NVT;
23-5-2021;01:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;3.02;;m/s;153.30;graden;2910;NVT;
23-5-2021;01:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;3.13;;m/s;154.70;graden;2910;NVT;
23-5-2021;02:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;3.35;;m/s;156.60;graden;2910;NVT;
23-5-2021;02:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;3.44;;m/s;166.00;graden;2910;NVT;
23-5-2021;02:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;3.68;;m/s;172.00;graden;2910;NVT;
23-5-2021;02:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.06;;m/s;178.60;graden;2910;NVT;
23-5-2021;02:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;3.64;;m/s;183.50;graden;2910;NVT;
23-5-2021;02:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.08;;m/s;183.20;graden;2910;NVT;
23-5-2021;03:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.08;;m/s;181.80;graden;2910;NVT;
23-5-2021;03:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.10;;m/s;189.00;graden;2910;NVT;
23-5-2021;03:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.25;;m/s;196.00;graden;2910;NVT;
23-5-2021;03:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.27;;m/s;202.70;graden;2910;NVT;
23-5-2021;03:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.18;;m/s;211.60;graden;2910;NVT;
23-5-2021;03:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.86;;m/s;217.00;graden;2910;NVT;
23-5-2021;04:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.93;;m/s;214.80;graden;2910;NVT;
23-5-2021;04:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.23;;m/s;220.90;graden;2910;NVT;
23-5-2021;04:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.14;;m/s;223.80;graden;2910;NVT;
23-5-2021;04:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.47;;m/s;222.80;graden;2910;NVT;
23-5-2021;04:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.79;;m/s;224.40;graden;2910;NVT;
23-5-2021;04:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;5.12;;m/s;225.50;graden;2910;NVT;
23-5-2021;05:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;Europlatform;4.89;;m/s;228.30;graden;2910;NVT;
